time,open,high,low,close,tick_volume,spread,real_volume
2026-08-19 11:30:00,4360.93,4361.21,4356.8,4357.1,2192,8,0
2026-08-19 11:35:00,4357.08,4360.98,4356.46,4360.03,1703,9,0
2026-08-19 11:40:00,4360.02,4363.03,4359.29,4362.52,1625,8,0
2026-08-19 11:45:00,4362.55,4363.14,4360.68,4361.6,1351,11,0
2026-08-19 11:50:00,4361.6,4361.86,4358.11,4358.27,1558,7,0
2026-08-19 11:55:00,4358.29,4358.45,4354.77,4355.6,1879,7,0
2026-08-19 12:00:00,4355.58,4359.17,4354.94,4358.95,1874,9,0
2026-08-19 12:05:00,4358.95,4359.79,4355.33,4355.76,1545,8,0
2026-08-19 12:10:00,4355.75,4357.73,4355.43,4356.25,1440,12,0
2026-08-19 12:15:00,4356.18,4356.62,4353.4,4355.23,1812,8,0
2026-08-19 12:20:00,4355.23,4357.13,4353.43,4355.99,1762,8,0
2026-08-19 12:25:00,4356.01,4357.4,4353.89,4356.53,1127,10,0
2026-08-19 12:30:00,4356.56,4357.65,4355.33,4356.37,1355,8,0
2026-08-19 12:35:00,4356.37,4357.2,4355.87,4356.89,970,11,0
2026-08-19 12:40:00,4356.85,4360.93,4356.52,4358.7,1263,9,0
2026-08-19 12:45:00,4358.68,4361.0,4358.28,4360.44,1074,8,0
2026-08-19 12:50:00,4360.44,4360.85,4357.99,4359.68,1227,8,0
2026-08-19 12:55:00,4359.68,4361.94,4358.98,4361.88,1325,10,0
2026-08-19 13:00:00,4362.03,4363.19,4359.67,4359.95,2019,11,0
2026-08-19 13:05:00,4359.97,4362.72,4359.53,4361.39,1540,8,0
2026-08-19 13:10:00,4361.39,4364.13,4360.81,4363.65,1304,10,0
2026-08-19 13:15:00,4363.65,4368.48,4363.47,4368.32,1558,8,0
2026-08-19 13:20:00,4368.32,4369.05,4366.67,4368.37,965,8,0
2026-08-19 13:25:00,4368.37,4369.0,4366.67,4368.68,906,9,0
2026-08-19 13:30:00,4368.67,4369.4,4365.84,4366.85,1269,15,0
2026-08-19 13:35:00,4367.0,4367.61,4366.49,4366.93,1122,18,0
2026-08-19 13:40:00,4366.87,4368.49,4366.37,4367.99,1214,12,0
2026-08-19 13:45:00,4367.99,4369.49,4367.37,4368.42,1082,11,0
2026-08-19 13:50:00,4368.45,4368.73,4367.01,4367.32,1039,9,0
2026-08-19 13:55:00,4367.23,4367.82,4366.14,4367.2,992,13,0
2026-08-19 14:00:00,4367.27,4371.0,4367.27,4370.85,1593,11,0
2026-08-19 14:05:00,4370.85,4373.62,4370.52,4371.11,1827,10,0
2026-08-19 14:10:00,4371.13,4374.03,4370.69,4373.26,1611,13,0
2026-08-19 14:15:00,4373.26,4374.02,4369.52,4370.39,1396,9,0
2026-08-19 14:20:00,4370.35,4371.2,4368.76,4370.79,1310,18,0
2026-08-19 14:25:00,4370.79,4373.3,4370.43,4370.77,1236,11,0
2026-08-19 14:30:00,4370.77,4371.69,4368.45,4369.27,1432,12,0
2026-08-19 14:35:00,4369.3,4369.81,4366.88,4367.93,1230,9,0
2026-08-19 14:40:00,4367.98,4368.0,4363.15,4363.52,1229,8,0
2026-08-19 14:45:00,4363.49,4367.59,4363.31,4367.25,1509,10,0
2026-08-19 14:50:00,4367.23,4367.31,4363.6,4365.78,1338,10,0
2026-08-19 14:55:00,4365.77,4366.24,4364.08,4364.59,1332,9,0
2026-08-19 15:00:00,4364.57,4365.31,4361.97,4363.92,2135,8,0
2026-08-19 15:05:00,4363.97,4368.22,4363.38,4367.81,2187,9,0
2026-08-19 15:10:00,4367.8,4370.66,4366.69,4368.24,1809,14,0
2026-08-19 15:15:00,4368.46,4370.18,4365.91,4368.06,1793,9,0
2026-08-19 15:20:00,4368.03,4373.52,4367.62,4370.25,2547,8,0
2026-08-19 15:25:00,4370.23,4371.1,4367.76,4369.3,1542,8,0
2026-08-19 15:30:00,4369.27,4384.84,4368.54,4384.45,3288,7,0
2026-08-19 15:35:00,4384.45,4416.62,4382.7,4412.32,4480,7,0
2026-08-19 15:40:00,4412.32,4420.63,4406.26,4417.49,4083,8,0
2026-08-19 15:45:00,4417.39,4421.01,4411.43,4417.27,4006,7,0
2026-08-19 15:50:00,4417.27,4428.59,4411.38,4428.33,3821,8,0
2026-08-19 15:55:00,4428.21,4442.38,4426.24,4438.64,3695,7,0
2026-08-19 16:00:00,4438.64,4441.85,4426.99,4427.34,4028,8,0
2026-08-19 16:05:00,4427.56,4441.44,4424.1,4441.43,3962,8,0
2026-08-19 16:10:00,4441.7,4460.67,4441.07,4455.82,3765,7,0
2026-08-19 16:15:00,4455.82,4464.13,4455.48,4460.13,3315,8,0
2026-08-19 16:20:00,4460.1,4462.82,4454.8,4459.15,3299,8,0
2026-08-19 16:25:00,4458.88,4461.32,4455.07,4458.16,3206,8,0
2026-08-19 16:30:00,4458.16,4466.19,4455.27,4461.6,4481,7,0
2026-08-19 16:35:00,4461.74,4462.01,4442.18,4455.67,3390,8,0
2026-08-19 16:40:00,4455.82,4464.48,4449.84,4460.47,3869,8,0
2026-08-19 16:45:00,4460.47,4461.95,4449.65,4450.32,3810,8,0
2026-08-19 16:50:00,4450.19,4456.31,4444.88,4453.3,3717,8,0
2026-08-19 16:55:00,4453.3,4463.17,4451.33,4459.65,3166,8,0
2026-08-19 17:00:00,4459.49,4462.56,4455.04,4460.18,3874,8,0
2026-08-19 17:05:00,4460.21,4471.87,4460.21,4471.72,3044,8,0
2026-08-19 17:10:00,4471.72,4475.36,4468.92,4473.58,3537,8,0
2026-08-19 17:15:00,4473.64,4478.12,4471.17,4471.22,3301,9,0
2026-08-19 17:20:00,4471.22,4480.22,4470.04,4478.57,3914,8,0
2026-08-19 17:25:00,4478.33,4487.78,4477.16,4485.74,2870,8,0
2026-08-19 17:30:00,4485.82,4491.42,4483.77,4487.26,3354,8,0
2026-08-19 17:35:00,4487.27,4491.39,4486.62,4489.08,2908,8,0
2026-08-19 17:40:00,4489.1,4498.49,4487.07,4489.26,3090,8,0
